crime,number,location,BEAT,neighborhood,npu,lat,long,type,road,neighbourhood_lookup,county,postcode,ZONE,crimeid_x,dateid,neighborhoodid,npuid,neighbourhood_lookupid,locationid,BEATid,ZONEid,day,month,quarter,year,count_crime_type
LARCENY-FROM VEHICLE,102861058,305 BROMACK DR SE,310,Browns Mill Park,Z,33.68819,-84.37942,house_number,Bromack Drive Southeast,Browns Mill,Fulton County,30315,3,2,19,40,20,39,1014,44,2,13,10,4,2010,1
BURGLARY-RESIDENCE,102861069,1807 OAKMONT DR NW,108,Dixie Hills,J,33.75902,-84.44618,house_number,Oakmont Drive Northwest,Battle Hill Haven,Fulton County,30314,1,7,19,21,6,51,1015,22,5,13,10,4,2010,1
BURGLARY-RESIDENCE,102861110,592 COOPER ST SW,303,Mechanicsville,V,33.7388,-84.39691,house_number,Cooper Street Southwest,Mechanicsville,Fulton County,30312,3,7,19,9,8,10,1016,10,2,13,10,4,2010,1
LARCENY-NON VEHICLE,102861149,BROAD ST NW / WALTON ST NW,508,Downtown,M,33.75544,-84.38979,amenity,Gilmer Street Southeast,Georgia State,Fulton County,30303,5,3,19,5,3,68,283,9,4,13,10,4,2010,1
AUTO THEFT,102861158,1079 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.7839,-84.4285,house_number,Marietta Boulevard Northwest,Rockdale,Fulton County,30318,1,1,19,28,14,28,216,23,5,13,10,4,2010,1
LARCENY-FROM VEHICLE,102861165,2069 DELANO DR NE,610,Kirkwood,O,33.75506,-84.31986,house_number,Delano Drive Northeast,Kirkwood,DeKalb County,30317,6,2,19,61,10,54,1017,54,3,13,10,4,2010,1
AUTO THEFT,102861214,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,building,Lavista Road Northeast,Woodland Hills,Fulton County,30324,2,1,19,76,16,65,1018,60,6,13,10,4,2010,1
LARCENY-NON VEHICLE,102861263,69 MELDON AVE SE,305,South Atlanta,Y,33.71128,-84.3862,house_number,Meldon Avenue Southeast,Roseland,Fulton County,30315,3,3,19,48,12,16,1019,16,2,13,10,4,2010,1
LARCENY-NON VEHICLE,102851091,207 PEACHTREE ST,512,Downtown,M,33.74906,-84.39503,house_number,Peachtree Street Southwest,South Downtown,Fulton County,30303,5,3,19,5,3,41,1020,40,4,13,10,4,2010,1
BURGLARY-RESIDENCE,102862368,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82149,-84.35161,building,Cheshire Bridge Road,The Hill,Fulton County,30324,2,7,19,76,16,20,650,60,6,13,10,4,2010,1
LARCENY-FROM VEHICLE,102852363,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74803,-84.37875,building,Martin Luther King Junior Drive Southeast,Capitol Gateway,Fulton County,30312,6,2,20,110,9,56,1021,11,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102842167,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74803,-84.37875,building,Martin Luther King Junior Drive Southeast,Capitol Gateway,Fulton County,30312,6,2,20,110,9,56,1021,11,3,12,10,4,2010,1
BURGLARY-RESIDENCE,102851097,1708 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70808,-84.37768,house_number,Richmond Avenue Southeast,Lakewood Heights,Fulton County,30315,3,7,20,33,12,32,1022,34,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851101,800 PEACHTREE ST NE,505,Midtown,E,33.77659,-84.38459,house_number,5th Street Northeast,Midtown,Fulton County,30308,5,2,20,25,11,24,1023,26,4,12,10,4,2010,1
BURGLARY-RESIDENCE,102851113,2366 SAINT JAMES DR NW,109,Almond Park,G,33.78505,-84.46586,house_number,St James Drive Northwest,Carey Park,Fulton County,30318,1,7,20,47,22,40,1024,7,5,12,10,4,2010,1
ROBBERY-PEDESTRIAN,102851126,1233 MCPHERSON AVE SE,612,East Atlanta,W,33.7435,-84.34716,house_number,McPherson Avenue Southeast,East Atlanta Village,DeKalb County,30316,6,4,20,24,9,23,1025,24,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102851174,675 W PEACHTREE ST NE,505,Midtown,E,33.773,-84.38723,building,West Peachtree Street Northwest,Midtown,Fulton County,30308,5,3,20,25,11,24,1026,26,4,12,10,4,2010,1
ROBBERY-PEDESTRIAN,102851181,884 LAKE AVE NE ,602,Inman Park,N,33.7615,-84.35808,building,Lake Avenue Northeast,Inman Park,Fulton County,30307,6,4,20,6,5,3,1027,6,3,12,10,4,2010,1
ROBBERY-RESIDENCE,102851195,675 SKIPPER DR. NW,112,Collier Heights,I,33.77368,-84.49015,house_number,Skipper Drive Northwest,Collier Heights,Fulton County,30318,1,10,20,57,13,59,1028,52,5,12,10,4,2010,1
BURGLARY-NONRES,102851210,489 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75411,-84.37155,building,Edgewood Avenue Northeast,Inman Park,Fulton County,30312,6,8,20,3,3,3,1029,3,3,12,10,4,2010,1
AGG ASSAULT,102851242,357 ADELLE ST SE,307,Lakewood Heights,Y,33.70043,-84.37725,house_number,Adelle Street Southeast,Lakewood Heights,Fulton County,30315,3,5,20,33,12,32,1030,34,2,12,10,4,2010,1
LARCENY-NON VEHICLE,102851249,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276,shop,Oglethorpe Avenue Southwest,Westview,Fulton County,30310,4,3,20,1,1,18,53,35,1,12,10,4,2010,1
LARCENY-NON VEHICLE,102851296,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423,house_number,Paines Avenue Northwest,English Ave.,Fulton County,30318,1,3,20,37,17,22,159,39,5,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851303,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043,road,Peachtree Street,Five Points,Fulton County,30303,5,2,20,5,3,9,166,25,4,12,10,4,2010,1
AUTO THEFT,102851330,49  BOULEVARD ,604,Sweet Auburn,M,33.75377,-84.37317,house_number,Chamberlain Street Southeast,Sweet Auburn,Fulton County,30312,6,1,20,49,3,26,1031,3,3,12,10,4,2010,1
BURGLARY-RESIDENCE,102851380,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755,house_number,Greensferry Avenue Southwest,Atlanta University Center,Fulton County,30314,1,7,20,14,1,15,18,15,5,12,10,4,2010,1
ROBBERY-RESIDENCE,102851412,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75274,-84.40069,house_number,Markham Street Southwest,Castleberry Hill,Fulton County,30313,5,10,20,13,3,14,399,14,4,12,10,4,2010,1
LARCENY-NON VEHICLE,102851427,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099,building,17th Street Northwest,Atlantic Station,Fulton County,30363,5,3,20,50,11,47,717,48,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851454,435 10TH ST NE,503,Midtown,E,33.78168,-84.37298,house_number,10th Street Northeast,Midtown,Fulton County,30309,5,2,20,25,11,24,1032,27,4,12,10,4,2010,1
LARCENY-NON VEHICLE,102851607,135 ERICSON ST SE,609,Edgewood,O,33.74972,-84.34483,house_number,Ericson Street Southeast,Edgewood,DeKalb County,30317,6,3,20,11,10,12,1033,12,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102851617,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,20,27,15,27,41,29,6,12,10,4,2010,1
BURGLARY-RESIDENCE,102851674,1747 BOLTON RD NW,113,Bolton Hills,G,33.80233,-84.48496,house_number,Bolton Road,Chattahoochee,Fulton County,30318,1,7,20,84,22,73,1034,53,5,12,10,4,2010,1
LARCENY-NON VEHICLE,102851692,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813,shop,Hardee Street Northeast,Edgewood,DeKalb County,30307,6,3,20,11,10,12,147,12,3,12,10,4,2010,1
BURGLARY-RESIDENCE,102851696,1294 HANOVER WEST DR NW,204,Hanover West,C,33.82177,-84.43002,house_number,Hanover West Drive Northwest,Westover Plantation,Fulton County,30327,2,7,20,111,19,66,1035,29,6,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851702,MEMORIAL DR SE / 2ND AVE SE,611,East Lake,O,33.74728,-84.30976,building,Memorial Drive Southeast,East Lake,DeKalb County,30317,6,2,20,17,10,72,1036,18,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851769,1235 CAROLINE ST NE,609,Edgewood,O,33.75789,-84.34797,shop,Caroline Street Northeast,Edgewood,DeKalb County,30307,6,2,20,11,10,12,1037,12,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102851813,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,20,27,15,27,41,29,6,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851916,15TH ST NE / PEACHTREE ST NE,502,Ansley Park,E,33.78888,-84.38225,house_number,15th Street Northeast,Ansley Park,Fulton County,30309,5,2,20,77,11,48,1038,43,4,12,10,4,2010,1
BURGLARY-RESIDENCE,102851926,390 17TH ST NW,501,Atlantic Station,E,33.7903,-84.39976,house_number,Mecaslin Street Northwest,Atlantic Station,Fulton County,30318,5,7,20,50,11,47,1039,48,4,12,10,4,2010,1
BURGLARY-RESIDENCE,102851952,2750 ALTAVIEW DR SE,312,Rosedale Heights,Z,33.67966,-84.3815,house_number,Altaview Drive Southeast,Rosedale Heights,Fulton County,30354,3,7,20,66,20,60,1040,49,2,12,10,4,2010,1
AGG ASSAULT,102851958,1097 WESTVIEW DR SW,104,Ashview Heights,T,33.74737,-84.42375,house_number,Westview Drive Southwest,Joel Chandler Harris Homes,Fulton County,30310,1,5,20,44,1,64,1041,47,5,12,10,4,2010,1
LARCENY-NON VEHICLE,102851984,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,20,27,15,27,41,29,6,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852007,61 ELLIOTT ST SW,507,Castleberry Hill,M,33.75299,-84.39847,amenity,Chapel Street Southwest,Castleberry Hill,Fulton County,30313,5,2,20,13,3,14,1042,14,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852049,929 PEACHTREE ST NE,503,Midtown,E,33.78006,-84.38397,building,Peachtree Street Northeast,Midtown,Fulton County,30309,5,2,20,25,11,24,1043,27,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852086,1920 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80733,-84.41318,amenity,Howell Mill Road Northwest,Ellsworth Park,Fulton County,30318,2,2,20,112,19,37,1044,41,6,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852104,100 10TH ST NW,503,Midtown,E,33.78143,-84.39037,building,10th Street Northwest,Midtown,Fulton County,30309,5,2,20,25,11,24,1045,27,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852189,19 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.75522,-84.41743,house_number,Harwell Street Northwest,Vine City,Fulton County,30314,1,2,20,35,17,46,1046,37,5,12,10,4,2010,1
AGG ASSAULT,102852203,727 MARTIN ST SE,304,Summerhill,V,33.7344,-84.38417,house_number,Martin Street Southeast,Peoplestown,Fulton County,30315,3,5,20,56,8,11,1047,36,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852221,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835,house_number,10th Street Northwest,Howell Station,Fulton County,30318,5,2,20,46,11,58,1048,48,4,12,10,4,2010,1
ROBBERY-PEDESTRIAN,102852235,44 MEMORIAL DR SE,605,Capitol Gateway,V,33.74701,-84.38631,house_number,Memorial Drive Southeast,Capitol Gateway,Fulton County,30312,6,4,20,100,8,56,1049,11,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102852259,73 MOURY AVE SE,305,South Atlanta,Y,33.71291,-84.38634,house_number,Moury Avenue Southeast,Roseland,Fulton County,30315,3,3,20,48,12,16,1050,16,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102852282,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77907,-84.4105,shop,Marietta Street,Howell Station,Fulton County,30318,5,2,20,42,11,58,152,45,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850003,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,landuse,Marietta Street Northwest,Howell Station,Fulton County,30318,5,2,20,42,11,58,252,45,4,12,10,4,2010,1
AGG ASSAULT,102850030,WYLIE ST SE / CLEVELAND ST SE,606,Reynoldstown,N,33.75243,-84.35045,house_number,Wylie Street Southeast,Inman Park,Fulton County,30316,6,5,20,59,5,3,1051,51,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850102,534 LEE ST SW,401,West End,T,33.74024,-84.41396,amenity,Lee Street Southwest,West End,Fulton County,30310,4,2,20,1,1,1,1052,1,1,12,10,4,2010,1
AUTO THEFT,102850117,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70439,-84.4634,leisure,Logan Lane Southwest,Adams Park,Fulton County,30311,4,1,20,4,4,4,196,4,1,12,10,4,2010,1
BURGLARY-RESIDENCE,102850196,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425,house_number,Martin Luther King Junior Drive Southwest,Stratford,Fulton County,30311,4,7,20,70,13,19,1053,59,1,12,10,4,2010,1
ROBBERY-PEDESTRIAN,102850226,WILLIAMS ST NW / HARRIS ST NW,508,Downtown,M,33.76098,-84.39055,house_number,John Portman Boulevard Northwest,Hotel District,Fulton County,30303,5,4,20,5,3,5,1054,9,4,12,10,4,2010,1
LARCENY-NON VEHICLE,102850230,1072 CASADE,403,Cascade Avenue/Road,S,33.72605,-84.44581,house_number,Cascade Road,Westview,Fulton County,30311,4,3,20,91,21,18,1055,67,1,12,10,4,2010,1
AUTO THEFT,102850284,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262,house_number,Glenn Street Southwest,Mechanicsville,Fulton County,30312,3,1,20,9,8,10,441,10,2,12,10,4,2010,1
AUTO THEFT,102850317,373 PARK AVE SE,605,Grant Park,W,33.74437,-84.37003,house_number,Park Avenue Southeast,Cabbagetown,Fulton County,30312,6,1,20,10,9,67,1056,11,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850352,1745 DELOWE DR SW,409,Adams Park,R,33.70735,-84.45853,house_number,Delowe Drive Southwest,Adams Park,Fulton County,30311,4,2,20,16,4,4,1057,17,1,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850401,1117 VIRGINIA AVE NE,601,Virginia Highland,F,33.78182,-84.35066,house_number,Virginia Avenue Northeast,Virginia Highland,Fulton County,30306,6,2,20,69,16,62,1058,32,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850428,795 POLLARD BLVD SW,304,Summerhill,V,33.73328,-84.391,tourism,Pollard Boulevard Southwest,Summerhill,Fulton County,30315,3,2,20,56,8,78,940,36,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850444,806 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41408,house_number,Magnolia Street Northwest,Vine City,Fulton County,30314,1,2,20,35,17,46,1059,37,5,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850462,373 PARK AVE SE,605,Grant Park,W,33.74437,-84.37003,house_number,Park Avenue Southeast,Cabbagetown,Fulton County,30312,6,2,20,10,9,67,1056,11,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102850486,950 W PEACHTREE ST NW,503,Midtown,E,33.7805,-84.38752,road,West Peachtree Street Northwest,Midtown,Fulton County,30332,5,3,20,25,11,24,276,27,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850492,881 GLEN ARDEN WAY NE,601,Virginia Highland,F,33.78475,-84.35837,house_number,Glen Arden Way Northeast,Virginia Highland,Fulton County,30306,6,2,20,69,16,62,1060,32,3,12,10,4,2010,1
LARCENY-NON VEHICLE,102850519,2020 CAMPBELLTON RD SW,409,Adams Park,R,33.70653,-84.45745,house_number,Delowe Drive Southwest,Adams Park,Fulton County,30311,4,3,20,16,4,4,1061,17,1,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850536,1821 DELOWE DR SW,410,Campbellton Road,R,33.70531,-84.45739,house_number,Delowe Drive Southwest,Adams Park,Fulton County,30311,4,2,20,4,4,4,1062,4,1,12,10,4,2010,1
LARCENY-NON VEHICLE,102850637,339 UNIVERSITY AVE SW,302,Pittsburgh,V,33.7223,-84.39912,house_number,Garibaldi Street Southwest,Pittsburgh,Fulton County,30310,3,3,20,31,8,31,1063,33,2,12,10,4,2010,1
ROBBERY-PEDESTRIAN,102850696,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,4,20,27,15,27,41,29,6,12,10,4,2010,1
BURGLARY-RESIDENCE,102850720,188 14TH ST NE,502,Midtown,E,33.78663,-84.38139,tourism,14th Street Northeast,Midtown,Fulton County,30361,5,7,20,25,11,24,478,43,4,12,10,4,2010,1
LARCENY-NON VEHICLE,102850739,LARCHMONT DR NW / COLLIER DR NW,112,Collier Heights,I,33.7629,-84.48511,house_number,Collier Drive Northwest,Fairburn Heights,Fulton County,30318,1,3,20,57,13,34,1064,52,5,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850765,478 ASHBURTON AVE SE,611,East Lake,O,33.73945,-84.29311,house_number,Ashburton Avenue Southeast,Glenwood Hills,DeKalb County,30317,6,2,20,17,10,17,1065,18,3,12,10,4,2010,1
BURGLARY-RESIDENCE,102850779,1156 GREENWICH ST SW,401,West End,T,33.74352,-84.42559,house_number,Greenwich Street Southwest,West End,Fulton County,30310,4,7,20,1,1,1,1066,1,1,12,10,4,2010,1
BURGLARY-RESIDENCE,102850793,2978 1ST AVE SW,311,Hammond Park,X,33.67394,-84.40195,house_number,1st Avenue Southwest,Hammond Park,Fulton County,30315,3,7,20,68,2,50,1067,58,2,12,10,4,2010,1
AUTO THEFT,102850810,380 MARTIN ST SE,605,Capitol Gateway,V,33.744,-84.38361,house_number,Martin Street Southeast,Capitol Gateway,Fulton County,30312,6,1,20,100,8,56,1068,11,3,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850851,93 MARTIN AVE SE,305,South Atlanta,Y,33.71738,-84.3851,house_number,Martin Avenue Southeast,Roseland,Fulton County,30315,3,2,20,48,12,16,1069,16,2,12,10,4,2010,1
BURGLARY-RESIDENCE,102850889,134 TURMAN AVE SE,305,Lakewood Heights,Y,33.7085,-84.38436,house_number,Turman Avenue Southeast,Lakewood Heights,Fulton County,30315,3,7,20,33,12,32,1070,16,2,12,10,4,2010,1
BURGLARY-RESIDENCE,102850921,3518 FORREST PARK RD SE,313,South River Gardens,Z,33.65768,-84.35521,house_number,Forrest Park Road Southeast,Doral Park,Fulton County,30354,3,7,20,63,20,55,1071,55,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102850931,755 HANK AARON DR SW @TURNER FIELD/BROWN LOT,304,Summerhill,V,33.73624,-84.389,leisure,Hank Aaron Drive Southeast,Summerhill,Fulton County,30315,3,2,20,56,8,78,756,36,2,12,10,4,2010,1
BURGLARY-RESIDENCE,102850947,1241 ORMEWOOD AVE SE,612,East Atlanta,W,33.73381,-84.34687,house_number,Ormewood Avenue Southeast,Brownwood,DeKalb County,30316,6,7,20,24,9,35,1072,24,3,12,10,4,2010,1
AUTO THEFT,102850976,445 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68167,-84.37151,road,Southtowne PATH Trail,Rosedale Heights,Fulton County,30354,3,1,20,40,20,60,1073,44,2,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851017,75 MARTIN LUTHER KING JR DR,511,Downtown,M,33.75258,-84.38992,historic,Kimball Way Southeast,Five Points,Fulton County,30303,5,2,20,5,3,9,605,25,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851020,46 WALL ST SE,511,Downtown,M,33.75312,-84.38876,house_number,Wall Street Southeast,Five Points,Fulton County,30303,5,2,20,5,3,9,1074,25,4,12,10,4,2010,1
LARCENY-NON VEHICLE,102851076,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834,tourism,Courtland Street Northeast,Hotel District,Fulton County,30303,5,3,20,5,3,5,453,30,4,12,10,4,2010,1
LARCENY-FROM VEHICLE,102851079,1755 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70632,-84.38043,house_number,Adair Avenue Southeast,Lakewood Heights,Fulton County,30315,3,2,20,33,12,32,1075,34,2,12,10,4,2010,1
LARCENY-NON VEHICLE,102851080,842 PEACHTREE ST NE ;CVS,505,Midtown,E,33.77756,-84.38482,house_number,Peachtree Street Northeast,Midtown,Fulton County,30308,5,3,20,25,11,24,1076,26,4,12,10,4,2010,1
AUTO THEFT,102851089,1061 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78558,-84.42187,building,West Marietta Street Northwest,Rockdale,Fulton County,30318,1,1,20,28,14,28,1077,23,5,12,10,4,2010,1
LARCENY-FROM VEHICLE,102820098,608 MCDANIEL STREET,303,Mechanicsville,V,33.73828,-84.40149,house_number,McDaniel Street Southwest,Mechanicsville,Fulton County,30312,3,2,20,9,8,10,1078,10,2,12,10,4,2010,1
LARCENY-NON VEHICLE,102831017,2656 DONALD LEE HOLLOWELL PKWY NW ,113,Center Hill,J,33.77632,-84.47375,house_number,Donald Lee Hollowell Parkway Northwest,Center Hill,Fulton County,30318,1,3,20,7,6,7,126,53,5,12,10,4,2010,1
AGG ASSAULT,102831576,845 SPRING STREET,505,Midtown,E,33.77763,-84.38867,house_number,Biltmore Place Northwest,Midtown,Fulton County,30308,5,5,21,25,11,24,1079,26,4,11,10,4,2010,1
AUTO THEFT,102840057,WESTWOOD AVE SW / CASCADE AVE SW,402,Westview,T,33.73805,-84.43532,amenity,Cascade Road,West End,Fulton County,30310,4,1,21,32,1,1,1080,35,1,11,10,4,2010,1
AUTO THEFT,102840067,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126,house_number,11th Street Northwest,Howell Station,Fulton County,30318,5,1,21,46,11,58,616,48,4,11,10,4,2010,1
AUTO THEFT,102840091,1781 S GORDON ST SW,404,Westview,T,33.73928,-84.44645,house_number,South Gordon Street Southwest,Westview,Fulton County,30310,4,1,21,32,1,18,1081,19,1,11,10,4,2010,1
AUTO THEFT,102840106,2000 MONROE PL NE,212,Piedmont Heights,F,33.8103,-84.37025,house_number,Monroe Place Northeast,Mayfair,Fulton County,30324,2,1,21,71,16,61,659,60,6,11,10,4,2010,1
AGG ASSAULT,102840124,675 SKIPPER DR NW,112,Collier Heights,I,33.77368,-84.49015,house_number,Skipper Drive Northwest,Collier Heights,Fulton County,30318,1,5,21,57,13,59,1028,52,5,11,10,4,2010,1
AUTO THEFT,102840148,409 W ONTARIO AVE SW,404,Westview,T,33.74395,-84.43977,house_number,West Ontario Avenue Southwest,Westview,Fulton County,30310,4,1,21,32,1,18,1082,19,1,11,10,4,2010,1
LARCENY-FROM VEHICLE,102840248,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964,historic,Kimball Way Southeast,Five Points,Fulton County,30303,5,2,21,5,3,9,39,25,4,11,10,4,2010,1
AUTO THEFT,102840287,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76479,-84.4579,house_number,Joseph E. Boone Boulevard Northwest,Dixie Hills,Fulton County,30314,1,1,21,7,6,21,230,22,5,11,10,4,2010,1
LARCENY-NON VEHICLE,102840323,180 PONCE DE LEON,505,Midtown,E,33.77285,-84.38149,house_number,Piedmont Avenue Northeast,Midtown,Fulton County,30308,5,3,21,25,11,24,1083,26,4,11,10,4,2010,1
AUTO THEFT,102840324,1092 SHELBY PL SE,607,Woodland Hills,W,33.72371,-84.35181,house_number,Shelby Place Southeast,Ormewood,Fulton County,30316,6,1,21,54,9,52,115,50,3,11,10,4,2010,1
AUTO THEFT,102840360,433 HOOPER ST SE,611,East Lake,O,33.74063,-84.29173,house_number,Hooper Street Southeast,Glenwood Hills,DeKalb County,30317,6,1,21,17,10,17,1084,18,3,11,10,4,2010,1
AUTO THEFT,102840371,2015 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.764,-84.45291,amenity,Joseph E. Boone Boulevard Northwest,Dixie Hills,Fulton County,30314,1,1,21,26,6,21,1085,63,5,11,10,4,2010,1
AUTO THEFT,102840392,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,building,Lavista Road Northeast,Woodland Hills,Fulton County,30324,2,1,21,76,16,65,1018,60,6,11,10,4,2010,1
AUTO THEFT,102840428,2041 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.7639,-84.45411,house_number,Joseph E. Boone Boulevard Northwest,Dixie Hills,Fulton County,30314,1,1,21,26,6,21,1086,63,5,11,10,4,2010,1
AUTO THEFT,102840528,93 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75691,-84.36773,house_number,Randolph Street Northeast,Inman Park,Fulton County,30312,6,1,21,3,3,3,1087,3,3,11,10,4,2010,1
ROBBERY-PEDESTRIAN,102840577,818 POLLARD BLVD SW,304,Summerhill,V,33.73249,-84.39017,office,Pollard Boulevard Southwest,Summerhill,Fulton County,30315,3,4,21,56,8,78,639,36,2,11,10,4,2010,1
LARCENY-NON VEHICLE,102840584,188 14TH ST NE,502,Midtown,E,33.78657,-84.3812,tourism,14th Street Northeast,Midtown,Fulton County,30361,5,3,21,25,11,24,1088,43,4,11,10,4,2010,1
